run;lambda;mu;c;RO;P0;Lq;Wq;Ls;Ws
15;120.000;50.000;3;0.788;0;3.171;1.609;5.535;2.810
16;120.000;50.000;3;0.799;0;2.902;1.460;5.299;2.668
17;120.000;50.000;3;0.789;0;2.496;1.254;4.863;2.443
18;120.000;50.000;3;0.808;0;2.613;1.294;5.036;2.495
19;120.000;50.000;3;0.779;0;2.110;1.064;4.448;2.242
0;160.000;50.000;4;0.781;0;2.135;0.808;5.257;1.989
1;160.000;50.000;4;0.814;0;2.990;1.114;6.245;2.326
2;160.000;50.000;4;0.798;0;2.339;0.880;5.530;2.080
3;160.000;50.000;4;0.809;0;2.518;0.937;5.753;2.141
4;160.000;50.000;4;0.802;0;2.287;0.859;5.496;2.065
5;160.000;50.000;4;0.797;0;2.298;0.870;5.487;2.076
6;160.000;50.000;4;0.802;0;2.560;0.964;5.770;2.173
7;160.000;50.000;4;0.814;0;2.502;0.922;5.760;2.122
8;160.000;50.000;4;0.791;0;2.061;0.770;5.227;1.953
9;160.000;50.000;4;0.800;0;2.185;0.816;5.386;2.012
10;160.000;50.000;4;0.809;0;2.773;1.027;6.008;2.225
11;160.000;50.000;4;0.786;0;2.141;0.803;5.284;1.983
12;160.000;50.000;4;0.787;0;2.103;0.795;5.253;1.987
13;160.000;50.000;4;0.812;0;2.600;0.975;5.846;2.194
14;160.000;50.000;4;0.792;0;2.248;0.850;5.417;2.048
15;160.000;50.000;4;0.796;0;2.311;0.872;5.493;2.074
16;160.000;50.000;4;0.797;0;2.016;0.761;5.205;1.966
17;160.000;50.000;4;0.803;0;2.436;0.908;5.646;2.106
18;160.000;50.000;4;0.801;0;2.243;0.839;5.448;2.038
19;160.000;50.000;4;0.804;0;2.753;1.024;5.969;2.220
0;200.000;50.000;5;0.789;0;1.960;0.593;5.905;1.787
1;200.000;50.000;5;0.784;0;2.019;0.614;5.940;1.807
2;200.000;50.000;5;0.792;0;2.135;0.642;6.094;1.834
3;200.000;50.000;5;0.796;0;2.242;0.675;6.220;1.873
4;200.000;50.000;5;0.797;0;2.371;0.710;6.358;1.912
5;200.000;50.000;5;0.786;0;2.164;0.661;6.096;1.862
6;200.000;50.000;5;0.798;0;2.207;0.664;6.196;1.866
7;200.000;50.000;5;0.807;0;2.519;0.745;6.552;1.940
8;200.000;50.000;5;0.815;0;2.359;0.693;6.434;1.892
9;200.000;50.000;5;0.801;0;2.377;0.708;6.381;1.900
10;200.000;50.000;5;0.809;0;2.532;0.753;6.576;1.956
11;200.000;50.000;5;0.798;0;2.023;0.605;6.014;1.798
12;200.000;50.000;5;0.797;0;2.142;0.644;6.128;1.842
13;200.000;50.000;5;0.785;0;2.009;0.613;5.934;1.812
14;200.000;50.000;5;0.788;0;2.003;0.607;5.942;1.801
15;200.000;50.000;5;0.793;0;2.158;0.652;6.121;1.850
16;200.000;50.000;5;0.798;0;2.071;0.622;6.061;1.821
17;200.000;50.000;5;0.800;0;2.086;0.625;6.087;1.825
18;200.000;50.000;5;0.800;0;2.167;0.647;6.167;1.844
19;200.000;50.000;5;0.793;0;1.954;0.584;5.916;1.770
0;240.000;50.000;6;0.801;0;2.105;0.524;6.909;1.720
1;240.000;50.000;6;0.803;0;2.145;0.537;6.961;1.744
2;240.000;50.000;6;0.793;0;2.272;0.569;7.029;1.760
3;240.000;50.000;6;0.806;0;2.028;0.506;6.862;1.711
4;240.000;50.000;6;0.802;0;2.045;0.511;6.856;1.715
5;240.000;50.000;6;0.805;0;2.566;0.644;7.395;1.857
6;240.000;50.000;6;0.808;0;2.431;0.605;7.279;1.810
7;240.000;50.000;6;0.800;0;1.947;0.485;6.749;1.682
8;240.000;50.000;6;0.805;0;2.319;0.573;7.151;1.767
9;240.000;50.000;6;0.813;0;2.398;0.593;7.276;1.800
10;240.000;50.000;6;0.819;0;2.385;0.586;7.300;1.795
11;240.000;50.000;6;0.796;0;2.018;0.504;6.794;1.698
12;240.000;50.000;6;0.800;0;2.166;0.540;6.968;1.737
13;240.000;50.000;6;0.792;0;1.872;0.473;6.622;1.672
14;240.000;50.000;6;0.790;0;1.837;0.462;6.577;1.654
15;240.000;50.000;6;0.794;0;2.047;0.514;6.812;1.710
16;240.000;50.000;6;0.817;0;2.564;0.634;7.466;1.845
17;240.000;50.000;6;0.804;0;2.305;0.572;7.130;1.769
18;240.000;50.000;6;0.796;0;2.072;0.517;6.848;1.711
19;240.000;50.000;6;0.803;0;2.643;0.656;7.459;1.851
0;280.000;50.000;7;0.794;0;1.810;0.388;7.367;1.579
1;280.000;50.000;7;0.797;0;1.968;0.425;7.548;1.630
2;280.000;50.000;7;0.790;0;1.688;0.364;7.215;1.557
3;280.000;50.000;7;0.804;0;2.192;0.470;7.820;1.676
4;280.000;50.000;7;0.792;0;1.911;0.413;7.453;1.610
5;280.000;50.000;7;0.795;0;2.127;0.460;7.691;1.665
6;280.000;50.000;7;0.798;0;1.813;0.390;7.398;1.591
7;280.000;50.000;7;0.797;0;1.801;0.386;7.378;1.580
8;280.000;50.000;7;0.819;0;2.464;0.519;8.201;1.726
9;280.000;50.000;7;0.803;0;2.083;0.444;7.707;1.643
10;280.000;50.000;7;0.807;0;2.183;0.464;7.831;1.665
11;280.000;50.000;7;0.792;0;1.822;0.391;7.368;1.583
12;280.000;50.000;7;0.798;0;2.055;0.439;7.643;1.635
13;280.000;50.000;7;0.791;0;1.912;0.413;7.452;1.611
14;280.000;50.000;7;0.793;0;1.981;0.426;7.534;1.620
15;280.000;50.000;7;0.794;0;2.047;0.440;7.604;1.633
16;280.000;50.000;7;0.804;0;1.966;0.420;7.595;1.623
17;280.000;50.000;7;0.799;0;1.657;0.354;7.252;1.549
18;280.000;50.000;7;0.801;0;2.143;0.456;7.753;1.652
19;280.000;50.000;7;0.795;0;2.181;0.466;7.743;1.655
0;320.000;50.000;8;0.793;0;1.748;0.328;8.089;1.520
1;320.000;50.000;8;0.797;0;1.923;0.364;8.298;1.569
2;320.000;50.000;8;0.793;0;1.797;0.338;8.140;1.534
3;320.000;50.000;8;0.812;0;1.879;0.351;8.376;1.565
4;320.000;50.000;8;0.784;0;1.536;0.292;7.811;1.483
5;320.000;50.000;8;0.790;0;1.837;0.348;8.155;1.546
6;320.000;50.000;8;0.811;0;2.280;0.426;8.767;1.638
7;320.000;50.000;8;0.807;0;2.082;0.387;8.534;1.586
8;320.000;50.000;8;0.804;0;1.897;0.353;8.332;1.549
9;320.000;50.000;8;0.805;0;1.779;0.332;8.220;1.534
10;320.000;50.000;8;0.807;0;2.021;0.376;8.474;1.576
11;320.000;50.000;8;0.786;0;1.539;0.290;7.827;1.477
12;320.000;50.000;8;0.798;0;1.825;0.342;8.207;1.539
13;320.000;50.000;8;0.785;0;1.510;0.287;7.789;1.480
14;320.000;50.000;8;0.789;0;1.516;0.285;7.828;1.474
15;320.000;50.000;8;0.801;0;1.825;0.341;8.230;1.540
16;320.000;50.000;8;0.802;0;1.907;0.357;8.326;1.561
17;320.000;50.000;8;0.806;0;2.193;0.408;8.639;1.609
18;320.000;50.000;8;0.804;0;1.930;0.359;8.363;1.556
19;320.000;50.000;8;0.794;0;1.719;0.321;8.072;1.509
0;360.000;50.000;9;0.797;0;1.636;0.272;8.810;1.466
1;360.000;50.000;9;0.796;0;1.534;0.258;8.698;1.463
2;360.000;50.000;9;0.794;0;1.664;0.279;8.807;1.476
3;360.000;50.000;9;0.807;0;1.885;0.314;9.145;1.525
4;360.000;50.000;9;0.787;0;1.480;0.250;8.566;1.447
5;360.000;50.000;9;0.789;0;1.363;0.230;8.466;1.426
6;360.000;50.000;9;0.805;0;1.786;0.297;9.032;1.503
7;360.000;50.000;9;0.793;0;1.401;0.233;8.540;1.423
8;360.000;50.000;9;0.809;0;2.062;0.341;9.342;1.543
9;360.000;50.000;9;0.800;0;1.624;0.270;8.826;1.469
10;360.000;50.000;9;0.809;0;1.708;0.282;8.992;1.484
11;360.000;50.000;9;0.796;0;1.755;0.292;8.923;1.487
12;360.000;50.000;9;0.793;0;1.472;0.246;8.610;1.439
13;360.000;50.000;9;0.799;0;1.941;0.324;9.133;1.524
14;360.000;50.000;9;0.799;0;2.092;0.347;9.284;1.541
15;360.000;50.000;9;0.795;0;1.623;0.271;8.780;1.466
16;360.000;50.000;9;0.806;0;1.840;0.307;9.098;1.519
17;360.000;50.000;9;0.798;0;1.559;0.259;8.740;1.454
18;360.000;50.000;9;0.793;0;1.551;0.259;8.688;1.449
19;360.000;50.000;9;0.801;0;1.775;0.294;8.988;1.487
0;400.000;50.000;10;0.793;0;1.511;0.227;9.444;1.419
1;400.000;50.000;10;0.794;0;1.685;0.255;9.630;1.460
2;400.000;50.000;10;0.790;0;1.438;0.217;9.334;1.411
3;400.000;50.000;10;0.812;0;2.275;0.339;10.400;1.549
4;400.000;50.000;10;0.787;0;1.440;0.219;9.312;1.415
5;400.000;50.000;10;0.794;0;1.603;0.242;9.543;1.440
6;400.000;50.000;10;0.799;0;1.377;0.207;9.369;1.407
7;400.000;50.000;10;0.794;0;1.422;0.213;9.366;1.403
8;400.000;50.000;10;0.803;0;1.889;0.282;9.916;1.481
9;400.000;50.000;10;0.803;0;1.794;0.268;9.821;1.469
10;400.000;50.000;10;0.808;0;1.927;0.287;10.011;1.490
11;400.000;50.000;10;0.795;0;1.527;0.229;9.480;1.422
12;400.000;50.000;10;0.793;0;1.401;0.211;9.328;1.403
13;400.000;50.000;10;0.794;0;1.474;0.221;9.412;1.415
14;400.000;50.000;10;0.800;0;1.840;0.275;9.841;1.472
15;400.000;50.000;10;0.804;0;1.803;0.270;9.844;1.473
16;400.000;50.000;10;0.807;0;1.694;0.254;9.765;1.467
17;400.000;50.000;10;0.792;0;1.482;0.223;9.399;1.412
18;400.000;50.000;10;0.794;0;1.439;0.216;9.381;1.405
19;400.000;50.000;10;0.800;0;1.670;0.249;9.666;1.442
