run;lambda;mu;c;RO;P0;Lq;Wq;Ls;Ws
8;80;50;2;0.791;0;2.626;1.972;4.209;3.161
9;80;50;2;0.800;0;2.787;2.084;4.388;3.280
10;80;50;2;0.800;0;2.969;2.219;4.570;3.415
11;80;50;2;0.798;0;2.894;2.174;4.491;3.374
12;80;50;2;0.802;0;2.855;2.140;4.458;3.343
13;80;50;2;0.797;0;2.747;2.055;4.342;3.248
14;80;50;2;0.791;0;2.689;2.022;4.271;3.212
15;80;50;2;0.803;0;2.886;2.159;4.492;3.361
16;80;50;2;0.800;0;2.931;2.204;4.530;3.407
17;80;50;2;0.791;0;2.529;1.905;4.112;3.097
18;80;50;2;0.807;0;3.177;2.369;4.792;3.572
19;80;50;2;0.796;0;2.745;2.059;4.338;3.254
20;80;50;2;0.796;0;2.813;2.124;4.404;3.325
21;80;50;2;0.800;0;2.817;2.121;4.417;3.325
22;80;50;2;0.801;0;2.889;2.167;4.492;3.370
23;80;50;2;0.800;0;2.645;1.992;4.245;3.197
24;80;50;2;0.802;0;2.972;2.215;4.576;3.411
25;80;50;2;0.797;0;2.770;2.083;4.365;3.282
26;80;50;2;0.797;0;2.841;2.122;4.436;3.314
27;80;50;2;0.799;0;2.958;2.225;4.556;3.427
28;80;50;2;0.795;0;2.685;2.014;4.274;3.207
29;80;50;2;0.800;0;3.011;2.257;4.612;3.457
30;80;50;2;0.805;0;2.974;2.211;4.584;3.407
31;80;50;2;0.797;0;2.808;2.119;4.402;3.322
32;80;50;2;0.797;0;2.710;2.028;4.304;3.222
33;80;50;2;0.802;0;2.808;2.098;4.413;3.297
34;80;50;2;0.802;0;2.765;2.071;4.369;3.272
35;80;50;2;0.801;0;2.990;2.228;4.591;3.422
36;80;50;2;0.795;0;2.816;2.115;4.406;3.310
37;80;50;2;0.800;0;2.940;2.215;4.540;3.420
38;80;50;2;0.803;0;2.800;2.096;4.406;3.298
39;80;50;2;0.795;0;2.705;2.028;4.295;3.220
40;80;50;2;0.810;0;3.020;2.247;4.641;3.452
41;80;50;2;0.803;0;2.977;2.228;4.583;3.430
42;80;50;2;0.798;0;2.704;2.031;4.299;3.230
43;80;50;2;0.801;0;2.798;2.102;4.401;3.306
44;80;50;2;0.799;0;2.976;2.255;4.575;3.467
45;80;50;2;0.790;0;2.577;1.935;4.157;3.123
46;80;50;2;0.805;0;2.860;2.142;4.471;3.348
47;80;50;2;0.805;0;2.836;2.129;4.445;3.338
48;80;50;2;0.805;0;3.071;2.300;4.682;3.507
49;80;50;2;0.800;0;2.822;2.111;4.422;3.309
0;120;50;3;0.795;0;2.434;1.220;4.817;2.415
1;120;50;3;0.805;0;2.838;1.418;5.252;2.624
2;120;50;3;0.798;0;2.433;1.216;4.828;2.412
3;120;50;3;0.810;0;2.754;1.368;5.183;2.575
4;120;50;3;0.793;0;2.399;1.206;4.778;2.402
5;120;50;3;0.804;0;2.759;1.376;5.171;2.580
6;120;50;3;0.803;0;2.722;1.361;5.131;2.566
7;120;50;3;0.795;0;2.518;1.262;4.903;2.458
8;120;50;3;0.800;0;2.565;1.277;4.966;2.472
9;120;50;3;0.804;0;2.711;1.349;5.123;2.549
10;120;50;3;0.799;0;2.567;1.283;4.963;2.480
11;120;50;3;0.802;0;2.619;1.307;5.023;2.507
12;120;50;3;0.808;0;2.770;1.380;5.194;2.588
13;120;50;3;0.794;0;2.430;1.219;4.813;2.414
14;120;50;3;0.797;0;2.761;1.380;5.153;2.576
15;120;50;3;0.802;0;2.631;1.312;5.038;2.513
16;120;50;3;0.802;0;2.651;1.328;5.057;2.533
17;120;50;3;0.800;0;2.604;1.302;5.004;2.503
18;120;50;3;0.802;0;2.585;1.289;4.990;2.488
19;120;50;3;0.796;0;2.481;1.241;4.870;2.436
20;120;50;3;0.798;0;2.539;1.276;4.933;2.480
21;120;50;3;0.807;0;2.711;1.354;5.132;2.562
22;120;50;3;0.793;0;2.405;1.211;4.785;2.409
23;120;50;3;0.801;0;2.537;1.271;4.942;2.476
24;120;50;3;0.802;0;2.560;1.274;4.966;2.472
25;120;50;3;0.798;0;2.586;1.294;4.980;2.493
26;120;50;3;0.795;0;2.503;1.252;4.887;2.445
27;120;50;3;0.794;0;2.366;1.188;4.749;2.384
28;120;50;3;0.801;0;2.693;1.342;5.095;2.539
29;120;50;3;0.800;0;2.573;1.284;4.974;2.483
30;120;50;3;0.802;0;2.593;1.293;4.999;2.494
31;120;50;3;0.801;0;2.611;1.310;5.015;2.516
32;120;50;3;0.796;0;2.661;1.333;5.051;2.529
33;120;50;3;0.800;0;2.634;1.316;5.034;2.516
34;120;50;3;0.796;0;2.487;1.249;4.874;2.447
35;120;50;3;0.800;0;2.683;1.336;5.083;2.530
36;120;50;3;0.799;0;2.571;1.286;4.968;2.484
37;120;50;3;0.796;0;2.597;1.306;4.985;2.507
38;120;50;3;0.797;0;2.532;1.270;4.925;2.469
39;120;50;3;0.802;0;2.558;1.276;4.964;2.475
40;120;50;3;0.801;0;2.615;1.304;5.018;2.503
41;120;50;3;0.794;0;2.401;1.202;4.784;2.395
42;120;50;3;0.795;0;2.475;1.244;4.860;2.443
43;120;50;3;0.797;0;2.520;1.265;4.912;2.466
44;120;50;3;0.799;0;2.458;1.240;4.856;2.450
45;120;50;3;0.796;0;2.514;1.258;4.903;2.452
46;120;50;3;0.798;0;2.538;1.274;4.933;2.477
47;120;50;3;0.798;0;2.556;1.280;4.951;2.479
48;120;50;3;0.799;0;2.623;1.316;5.019;2.518
49;120;50;3;0.803;0;2.619;1.303;5.028;2.502
0;160;50;4;0.802;0;2.419;0.906;5.626;2.108
1;160;50;4;0.804;0;2.518;0.942;5.734;2.145
2;160;50;4;0.808;0;2.498;0.930;5.728;2.132
3;160;50;4;0.807;0;2.527;0.945;5.753;2.152
4;160;50;4;0.793;0;2.220;0.836;5.394;2.032
5;160;50;4;0.800;0;2.581;0.967;5.779;2.165
6;160;50;4;0.803;0;2.423;0.909;5.636;2.115
7;160;50;4;0.802;0;2.271;0.850;5.478;2.051
8;160;50;4;0.798;0;2.258;0.845;5.452;2.040
9;160;50;4;0.800;0;2.287;0.856;5.489;2.054
10;160;50;4;0.797;0;2.328;0.875;5.518;2.073
11;160;50;4;0.797;0;2.373;0.890;5.560;2.084
12;160;50;4;0.799;0;2.267;0.852;5.463;2.052
13;160;50;4;0.802;0;2.337;0.875;5.545;2.076
14;160;50;4;0.797;0;2.348;0.880;5.535;2.075
15;160;50;4;0.805;0;2.580;0.964;5.801;2.167
16;160;50;4;0.799;0;2.238;0.841;5.436;2.044
17;160;50;4;0.795;0;2.261;0.850;5.441;2.047
18;160;50;4;0.808;0;2.517;0.937;5.748;2.140
19;160;50;4;0.798;0;2.430;0.911;5.623;2.108
20;160;50;4;0.800;0;2.448;0.921;5.648;2.124
21;160;50;4;0.803;0;2.399;0.900;5.609;2.104
22;160;50;4;0.794;0;2.163;0.815;5.339;2.013
23;160;50;4;0.799;0;2.296;0.865;5.492;2.069
24;160;50;4;0.799;0;2.326;0.871;5.523;2.069
25;160;50;4;0.797;0;2.361;0.886;5.551;2.084
26;160;50;4;0.795;0;2.325;0.872;5.506;2.065
27;160;50;4;0.805;0;2.559;0.957;5.781;2.161
28;160;50;4;0.790;0;2.117;0.796;5.275;1.984
29;160;50;4;0.801;0;2.440;0.913;5.642;2.110
30;160;50;4;0.803;0;2.383;0.890;5.593;2.089
31;160;50;4;0.802;0;2.409;0.905;5.617;2.109
32;160;50;4;0.798;0;2.291;0.860;5.481;2.057
33;160;50;4;0.798;0;2.235;0.839;5.428;2.038
34;160;50;4;0.802;0;2.371;0.889;5.581;2.093
35;160;50;4;0.801;0;2.456;0.919;5.661;2.118
36;160;50;4;0.790;0;2.197;0.829;5.358;2.021
37;160;50;4;0.801;0;2.416;0.907;5.622;2.110
38;160;50;4;0.799;0;2.420;0.908;5.617;2.106
39;160;50;4;0.793;0;2.156;0.811;5.328;2.004
40;160;50;4;0.805;0;2.607;0.973;5.825;2.174
41;160;50;4;0.799;0;2.296;0.859;5.493;2.055
42;160;50;4;0.804;0;2.397;0.899;5.612;2.104
43;160;50;4;0.796;0;2.422;0.913;5.605;2.112
44;160;50;4;0.803;0;2.220;0.837;5.431;2.049
45;160;50;4;0.797;0;2.299;0.862;5.488;2.058
46;160;50;4;0.800;0;2.328;0.876;5.528;2.080
47;160;50;4;0.805;0;2.533;0.947;5.754;2.151
48;160;50;4;0.800;0;2.453;0.921;5.652;2.122
49;160;50;4;0.800;0;2.409;0.902;5.611;2.100
0;200;50;5;0.802;0;2.170;0.650;6.180;1.851
1;200;50;5;0.800;0;2.290;0.687;6.289;1.889
2;200;50;5;0.801;0;2.272;0.681;6.276;1.880
3;200;50;5;0.801;0;2.183;0.655;6.188;1.856
4;200;50;5;0.794;0;2.093;0.630;6.065;1.825
5;200;50;5;0.797;0;2.273;0.683;6.256;1.880
6;200;50;5;0.803;0;2.351;0.706;6.366;1.911
7;200;50;5;0.803;0;2.208;0.661;6.222;1.861
8;200;50;5;0.798;0;2.246;0.672;6.236;1.866
9;200;50;5;0.801;0;2.310;0.692;6.314;1.891
10;200;50;5;0.798;0;2.214;0.665;6.202;1.864
11;200;50;5;0.799;0;2.230;0.669;6.224;1.866
12;200;50;5;0.800;0;2.188;0.656;6.186;1.856
13;200;50;5;0.800;0;2.224;0.667;6.222;1.867
14;200;50;5;0.796;0;2.224;0.667;6.205;1.862
15;200;50;5;0.799;0;2.193;0.658;6.190;1.857
16;200;50;5;0.797;0;2.214;0.666;6.200;1.866
17;200;50;5;0.800;0;2.242;0.673;6.242;1.873
18;200;50;5;0.802;0;2.332;0.698;6.343;1.898
19;200;50;5;0.798;0;2.150;0.644;6.139;1.839
20;200;50;5;0.799;0;2.237;0.673;6.230;1.875
21;200;50;5;0.802;0;2.283;0.685;6.292;1.887
22;200;50;5;0.800;0;2.224;0.668;6.223;1.870
23;200;50;5;0.801;0;2.190;0.658;6.194;1.863
24;200;50;5;0.802;0;2.293;0.686;6.302;1.886
25;200;50;5;0.798;0;2.170;0.650;6.157;1.846
26;200;50;5;0.799;0;2.199;0.659;6.192;1.856
27;200;50;5;0.801;0;2.298;0.689;6.302;1.890
28;200;50;5;0.798;0;2.261;0.676;6.251;1.870
29;200;50;5;0.800;0;2.146;0.642;6.147;1.840
30;200;50;5;0.803;0;2.406;0.719;6.422;1.919
31;200;50;5;0.804;0;2.307;0.692;6.329;1.898
32;200;50;5;0.800;0;2.183;0.654;6.184;1.853
33;200;50;5;0.802;0;2.322;0.696;6.332;1.899
34;200;50;5;0.800;0;2.214;0.665;6.215;1.867
35;200;50;5;0.798;0;2.212;0.664;6.202;1.862
36;200;50;5;0.796;0;2.122;0.638;6.102;1.833
37;200;50;5;0.801;0;2.266;0.680;6.273;1.884
38;200;50;5;0.801;0;2.273;0.681;6.277;1.881
39;200;50;5;0.802;0;2.364;0.707;6.375;1.908
40;200;50;5;0.800;0;2.113;0.634;6.112;1.833
41;200;50;5;0.798;0;2.170;0.651;6.160;1.848
42;200;50;5;0.799;0;2.144;0.644;6.140;1.845
43;200;50;5;0.794;0;2.123;0.641;6.094;1.840
44;200;50;5;0.804;0;2.220;0.669;6.238;1.880
45;200;50;5;0.798;0;2.120;0.635;6.110;1.831
46;200;50;5;0.797;0;1.980;0.596;5.964;1.797
47;200;50;5;0.803;0;2.342;0.701;6.359;1.904
48;200;50;5;0.797;0;2.203;0.662;6.186;1.859
49;200;50;5;0.804;0;2.321;0.693;6.341;1.893
0;240;50;6;0.806;0;2.148;0.535;6.983;1.739
1;240;50;6;0.800;0;2.135;0.535;6.937;1.737
2;240;50;6;0.798;0;2.030;0.508;6.818;1.705
3;240;50;6;0.801;0;2.147;0.537;6.952;1.738
4;240;50;6;0.798;0;2.038;0.510;6.828;1.709
5;240;50;6;0.801;0;2.253;0.563;7.057;1.764
6;240;50;6;0.800;0;2.099;0.526;6.899;1.730
7;240;50;6;0.801;0;2.140;0.534;6.944;1.734
8;240;50;6;0.799;0;2.107;0.526;6.902;1.723
9;240;50;6;0.801;0;2.102;0.525;6.911;1.726
10;240;50;6;0.795;0;2.042;0.512;6.814;1.707
11;240;50;6;0.799;0;1.977;0.494;6.771;1.693
12;240;50;6;0.801;0;2.117;0.529;6.924;1.730
13;240;50;6;0.799;0;2.060;0.515;6.856;1.715
14;240;50;6;0.803;0;2.201;0.548;7.016;1.746
15;240;50;6;0.799;0;2.114;0.529;6.910;1.730
16;240;50;6;0.800;0;2.179;0.546;6.982;1.748
17;240;50;6;0.800;0;2.102;0.526;6.902;1.726
18;240;50;6;0.802;0;2.165;0.540;6.978;1.741
19;240;50;6;0.800;0;2.149;0.536;6.948;1.733
20;240;50;6;0.800;0;2.095;0.525;6.897;1.728
21;240;50;6;0.799;0;2.090;0.524;6.886;1.725
22;240;50;6;0.802;0;2.164;0.541;6.976;1.744
23;240;50;6;0.799;0;2.042;0.513;6.835;1.717
24;240;50;6;0.801;0;2.140;0.534;6.947;1.734
25;240;50;6;0.800;0;2.060;0.514;6.858;1.712
26;240;50;6;0.799;0;2.106;0.526;6.901;1.725
27;240;50;6;0.798;0;2.007;0.502;6.796;1.701
28;240;50;6;0.796;0;1.996;0.498;6.773;1.691
29;240;50;6;0.799;0;2.027;0.506;6.822;1.703
30;240;50;6;0.801;0;2.015;0.503;6.820;1.702
31;240;50;6;0.799;0;2.033;0.510;6.829;1.713
32;240;50;6;0.800;0;2.136;0.533;6.936;1.730
33;240;50;6;0.804;0;2.134;0.533;6.959;1.738
34;240;50;6;0.803;0;2.255;0.564;7.070;1.768
35;240;50;6;0.800;0;2.124;0.531;6.925;1.731
36;240;50;6;0.797;0;2.016;0.505;6.799;1.702
37;240;50;6;0.803;0;2.202;0.550;7.023;1.755
38;240;50;6;0.800;0;2.140;0.534;6.940;1.733
39;240;50;6;0.802;0;2.066;0.515;6.877;1.713
40;240;50;6;0.804;0;2.161;0.538;6.987;1.741
41;240;50;6;0.800;0;1.966;0.491;6.763;1.691
42;240;50;6;0.801;0;2.108;0.527;6.916;1.730
43;240;50;6;0.798;0;2.099;0.526;6.886;1.726
44;240;50;6;0.802;0;2.053;0.515;6.866;1.724
45;240;50;6;0.799;0;1.994;0.498;6.785;1.695
46;240;50;6;0.805;0;2.174;0.544;7.001;1.751
47;240;50;6;0.797;0;1.897;0.475;6.681;1.673
48;240;50;6;0.801;0;2.232;0.558;7.037;1.758
49;240;50;6;0.799;0;1.972;0.492;6.768;1.689
0;280;50;7;0.803;0;2.038;0.436;7.662;1.638
1;280;50;7;0.802;0;1.987;0.425;7.601;1.626
2;280;50;7;0.798;0;1.941;0.416;7.526;1.614
3;280;50;7;0.801;0;1.978;0.424;7.587;1.625
4;280;50;7;0.797;0;1.843;0.396;7.422;1.594
5;280;50;7;0.802;0;2.043;0.437;7.655;1.639
6;280;50;7;0.799;0;1.853;0.398;7.444;1.600
7;280;50;7;0.797;0;1.872;0.402;7.452;1.599
8;280;50;7;0.802;0;2.056;0.439;7.671;1.639
9;280;50;7;0.801;0;1.998;0.427;7.607;1.628
10;280;50;7;0.797;0;1.912;0.410;7.490;1.607
11;280;50;7;0.800;0;1.913;0.410;7.516;1.610
12;280;50;7;0.802;0;1.991;0.426;7.602;1.627
13;280;50;7;0.802;0;1.941;0.415;7.553;1.616
14;280;50;7;0.799;0;1.944;0.416;7.535;1.611
15;280;50;7;0.802;0;2.082;0.446;7.698;1.650
16;280;50;7;0.799;0;1.971;0.423;7.562;1.623
17;280;50;7;0.803;0;1.990;0.426;7.614;1.628
18;280;50;7;0.800;0;1.916;0.410;7.513;1.608
19;280;50;7;0.796;0;1.890;0.405;7.464;1.599
20;280;50;7;0.798;0;1.855;0.399;7.438;1.600
21;280;50;7;0.802;0;1.942;0.416;7.555;1.619
22;280;50;7;0.802;0;1.968;0.422;7.580;1.624
23;280;50;7;0.802;0;1.975;0.424;7.588;1.629
24;280;50;7;0.796;0;1.955;0.420;7.525;1.616
25;280;50;7;0.798;0;1.955;0.419;7.541;1.616
26;280;50;7;0.797;0;1.974;0.423;7.554;1.620
27;280;50;7;0.804;0;2.050;0.438;7.675;1.641
28;280;50;7;0.796;0;1.887;0.404;7.462;1.597
29;280;50;7;0.799;0;1.836;0.393;7.430;1.592
30;280;50;7;0.798;0;1.837;0.394;7.421;1.591
31;280;50;7;0.802;0;2.085;0.447;7.702;1.652
32;280;50;7;0.798;0;2.019;0.433;7.601;1.629
33;280;50;7;0.802;0;1.979;0.424;7.595;1.628
34;280;50;7;0.801;0;1.940;0.416;7.547;1.620
35;280;50;7;0.801;0;2.040;0.437;7.647;1.637
36;280;50;7;0.799;0;1.955;0.419;7.545;1.617
37;280;50;7;0.800;0;2.040;0.437;7.644;1.638
38;280;50;7;0.805;0;2.113;0.451;7.750;1.654
39;280;50;7;0.802;0;1.861;0.398;7.475;1.597
40;280;50;7;0.802;0;1.928;0.412;7.538;1.613
41;280;50;7;0.800;0;1.982;0.425;7.585;1.625
42;280;50;7;0.801;0;1.944;0.417;7.553;1.620
43;280;50;7;0.797;0;1.880;0.404;7.461;1.604
44;280;50;7;0.800;0;1.942;0.418;7.545;1.624
45;280;50;7;0.797;0;1.915;0.411;7.494;1.607
46;280;50;7;0.800;0;1.913;0.411;7.512;1.615
47;280;50;7;0.802;0;1.991;0.427;7.604;1.629
48;280;50;7;0.798;0;1.921;0.412;7.509;1.611
49;280;50;7;0.803;0;2.005;0.428;7.624;1.628
0;320;50;8;0.801;0;1.853;0.347;8.261;1.546
1;320;50;8;0.802;0;1.866;0.350;8.280;1.551
2;320;50;8;0.799;0;1.832;0.343;8.225;1.541
3;320;50;8;0.801;0;1.859;0.349;8.270;1.551
4;320;50;8;0.797;0;1.800;0.338;8.179;1.537
5;320;50;8;0.799;0;1.796;0.337;8.186;1.536
6;320;50;8;0.802;0;1.902;0.357;8.321;1.562
7;320;50;8;0.799;0;1.812;0.340;8.207;1.538
8;320;50;8;0.802;0;1.843;0.345;8.256;1.545
9;320;50;8;0.801;0;1.811;0.339;8.223;1.539
10;320;50;8;0.800;0;1.903;0.357;8.301;1.556
11;320;50;8;0.803;0;1.942;0.363;8.362;1.564
12;320;50;8;0.799;0;1.811;0.340;8.200;1.540
13;320;50;8;0.798;0;1.737;0.326;8.120;1.524
14;320;50;8;0.799;0;1.804;0.338;8.196;1.534
15;320;50;8;0.804;0;1.908;0.357;8.340;1.561
16;320;50;8;0.802;0;1.954;0.367;8.366;1.570
17;320;50;8;0.804;0;2.003;0.375;8.432;1.578
18;320;50;8;0.799;0;1.809;0.339;8.204;1.537
19;320;50;8;0.798;0;1.829;0.343;8.213;1.539
20;320;50;8;0.801;0;1.824;0.342;8.233;1.545
21;320;50;8;0.802;0;1.878;0.352;8.291;1.555
22;320;50;8;0.804;0;1.899;0.355;8.330;1.559
23;320;50;8;0.800;0;1.752;0.329;8.155;1.533
24;320;50;8;0.798;0;1.905;0.358;8.291;1.557
25;320;50;8;0.800;0;1.800;0.337;8.198;1.535
26;320;50;8;0.799;0;1.865;0.350;8.261;1.549
27;320;50;8;0.802;0;1.866;0.350;8.281;1.552
28;320;50;8;0.799;0;1.889;0.353;8.281;1.549
29;320;50;8;0.800;0;1.824;0.342;8.223;1.540
30;320;50;8;0.805;0;1.918;0.358;8.358;1.562
31;320;50;8;0.797;0;1.708;0.322;8.081;1.522
32;320;50;8;0.799;0;1.815;0.340;8.207;1.539
33;320;50;8;0.802;0;1.889;0.354;8.303;1.556
34;320;50;8;0.802;0;1.908;0.358;8.328;1.562
35;320;50;8;0.797;0;1.703;0.320;8.082;1.517
36;320;50;8;0.797;0;1.797;0.338;8.171;1.535
37;320;50;8;0.798;0;1.827;0.343;8.212;1.542
38;320;50;8;0.799;0;1.806;0.339;8.201;1.539
39;320;50;8;0.803;0;1.890;0.353;8.318;1.554
40;320;50;8;0.801;0;1.784;0.334;8.190;1.534
41;320;50;8;0.802;0;1.829;0.343;8.245;1.545
42;320;50;8;0.802;0;1.878;0.352;8.296;1.556
43;320;50;8;0.798;0;1.871;0.352;8.255;1.553
44;320;50;8;0.802;0;1.905;0.358;8.319;1.564
45;320;50;8;0.799;0;1.806;0.338;8.198;1.537
46;320;50;8;0.800;0;1.872;0.352;8.272;1.556
47;320;50;8;0.799;0;1.836;0.345;8.225;1.544
48;320;50;8;0.795;0;1.766;0.332;8.129;1.528
49;320;50;8;0.802;0;1.860;0.348;8.274;1.548
0;360;50;9;0.802;0;1.712;0.285;8.931;1.486
1;360;50;9;0.798;0;1.615;0.270;8.793;1.468
2;360;50;9;0.796;0;1.591;0.266;8.759;1.462
3;360;50;9;0.799;0;1.667;0.278;8.860;1.479
4;360;50;9;0.797;0;1.707;0.285;8.883;1.484
5;360;50;9;0.796;0;1.603;0.268;8.768;1.465
6;360;50;9;0.800;0;1.709;0.286;8.909;1.489
7;360;50;9;0.796;0;1.667;0.278;8.834;1.475
8;360;50;9;0.801;0;1.787;0.298;8.998;1.498
9;360;50;9;0.801;0;1.749;0.291;8.959;1.491
10;360;50;9;0.797;0;1.629;0.272;8.805;1.469
11;360;50;9;0.800;0;1.754;0.292;8.950;1.490
12;360;50;9;0.798;0;1.653;0.276;8.833;1.475
13;360;50;9;0.800;0;1.730;0.288;8.934;1.487
14;360;50;9;0.801;0;1.808;0.300;9.018;1.499
15;360;50;9;0.801;0;1.707;0.284;8.912;1.485
16;360;50;9;0.802;0;1.786;0.298;9.000;1.500
17;360;50;9;0.799;0;1.702;0.284;8.895;1.484
18;360;50;9;0.800;0;1.700;0.283;8.900;1.483
19;360;50;9;0.799;0;1.683;0.280;8.873;1.477
20;360;50;9;0.800;0;1.828;0.305;9.026;1.507
21;360;50;9;0.801;0;1.763;0.294;8.972;1.496
22;360;50;9;0.801;0;1.700;0.283;8.912;1.485
23;360;50;9;0.802;0;1.741;0.290;8.956;1.494
24;360;50;9;0.801;0;1.750;0.292;8.955;1.492
25;360;50;9;0.800;0;1.759;0.293;8.963;1.492
26;360;50;9;0.797;0;1.628;0.272;8.805;1.470
27;360;50;9;0.800;0;1.654;0.276;8.854;1.478
28;360;50;9;0.796;0;1.682;0.281;8.844;1.475
29;360;50;9;0.799;0;1.723;0.287;8.914;1.485
30;360;50;9;0.803;0;1.851;0.308;9.081;1.511
31;360;50;9;0.798;0;1.703;0.285;8.882;1.485
32;360;50;9;0.800;0;1.734;0.289;8.935;1.489
33;360;50;9;0.800;0;1.716;0.286;8.918;1.488
34;360;50;9;0.800;0;1.709;0.285;8.912;1.487
35;360;50;9;0.800;0;1.651;0.275;8.848;1.475
36;360;50;9;0.800;0;1.717;0.286;8.914;1.486
37;360;50;9;0.799;0;1.774;0.296;8.966;1.495
38;360;50;9;0.802;0;1.729;0.288;8.948;1.489
39;360;50;9;0.800;0;1.695;0.282;8.898;1.480
40;360;50;9;0.801;0;1.736;0.289;8.944;1.491
41;360;50;9;0.800;0;1.706;0.284;8.909;1.485
42;360;50;9;0.797;0;1.647;0.275;8.823;1.475
43;360;50;9;0.801;0;1.837;0.307;9.043;1.509
44;360;50;9;0.801;0;1.745;0.292;8.951;1.497
45;360;50;9;0.799;0;1.681;0.280;8.869;1.477
46;360;50;9;0.800;0;1.694;0.283;8.891;1.487
47;360;50;9;0.796;0;1.605;0.268;8.772;1.467
48;360;50;9;0.800;0;1.762;0.294;8.961;1.493
49;360;50;9;0.799;0;1.628;0.271;8.817;1.468
0;400;50;10;0.802;0;1.681;0.252;9.696;1.453
1;400;50;10;0.800;0;1.684;0.253;9.686;1.454
2;400;50;10;0.800;0;1.641;0.246;9.643;1.446
3;400;50;10;0.801;0;1.690;0.254;9.696;1.455
4;400;50;10;0.800;0;1.717;0.258;9.716;1.458
5;400;50;10;0.796;0;1.550;0.233;9.515;1.431
6;400;50;10;0.799;0;1.596;0.240;9.583;1.441
7;400;50;10;0.795;0;1.539;0.232;9.492;1.428
8;400;50;10;0.799;0;1.595;0.239;9.581;1.438
9;400;50;10;0.798;0;1.562;0.234;9.544;1.432
10;400;50;10;0.800;0;1.667;0.250;9.667;1.449
11;400;50;10;0.799;0;1.602;0.240;9.590;1.439
12;400;50;10;0.800;0;1.649;0.247;9.654;1.448
13;400;50;10;0.802;0;1.622;0.243;9.642;1.443
