run;lambda;mu;c;RO;P0;Lq;Wq;Ls;Ws
35;120;50;3;0.802;0;2.803;1.389;5.210;2.582
36;120;50;3;0.803;0;2.621;1.302;5.029;2.499
37;120;50;3;0.803;0;2.740;1.371;5.147;2.577
38;120;50;3;0.796;0;2.478;1.241;4.866;2.436
39;120;50;3;0.801;0;2.696;1.340;5.100;2.536
0;160;50;4;0.801;0;2.407;0.902;5.609;2.103
1;160;50;4;0.805;0;2.641;0.990;5.862;2.197
2;160;50;4;0.804;0;2.451;0.918;5.669;2.123
3;160;50;4;0.812;0;2.643;0.979;5.892;2.182
4;160;50;4;0.790;0;2.233;0.844;5.395;2.038
5;160;50;4;0.793;0;2.270;0.855;5.443;2.051
6;160;50;4;0.806;0;2.558;0.958;5.783;2.166
7;160;50;4;0.803;0;2.357;0.879;5.571;2.078
8;160;50;4;0.799;0;2.268;0.847;5.464;2.041
9;160;50;4;0.800;0;2.247;0.840;5.448;2.037
10;160;50;4;0.799;0;2.328;0.871;5.525;2.066
11;160;50;4;0.796;0;2.383;0.896;5.569;2.094
12;160;50;4;0.801;0;2.249;0.844;5.455;2.046
13;160;50;4;0.801;0;2.314;0.864;5.517;2.060
14;160;50;4;0.796;0;2.407;0.903;5.590;2.096
15;160;50;4;0.809;0;2.639;0.984;5.873;2.189
16;160;50;4;0.801;0;2.293;0.862;5.496;2.066
17;160;50;4;0.798;0;2.384;0.894;5.576;2.092
18;160;50;4;0.805;0;2.522;0.941;5.743;2.144
19;160;50;4;0.799;0;2.374;0.889;5.571;2.086
20;160;50;4;0.802;0;2.596;0.976;5.804;2.182
21;160;50;4;0.800;0;2.333;0.878;5.533;2.083
22;160;50;4;0.795;0;2.187;0.824;5.368;2.022
23;160;50;4;0.798;0;2.184;0.823;5.378;2.027
24;160;50;4;0.799;0;2.299;0.859;5.493;2.052
25;160;50;4;0.799;0;2.356;0.885;5.552;2.085
26;160;50;4;0.795;0;2.319;0.867;5.498;2.057
27;160;50;4;0.806;0;2.616;0.980;5.842;2.187
28;160;50;4;0.788;0;2.089;0.787;5.242;1.974
29;160;50;4;0.800;0;2.484;0.931;5.686;2.131
30;160;50;4;0.802;0;2.276;0.848;5.483;2.042
31;160;50;4;0.800;0;2.487;0.936;5.689;2.142
32;160;50;4;0.792;0;2.207;0.828;5.376;2.018
33;160;50;4;0.799;0;2.237;0.837;5.433;2.034
34;160;50;4;0.802;0;2.426;0.908;5.632;2.109
35;160;50;4;0.798;0;2.318;0.865;5.509;2.056
36;160;50;4;0.788;0;2.230;0.841;5.382;2.030
37;160;50;4;0.798;0;2.360;0.890;5.553;2.094
38;160;50;4;0.797;0;2.408;0.905;5.597;2.103
39;160;50;4;0.786;0;2.016;0.759;5.161;1.945
0;200;50;5;0.799;0;2.161;0.649;6.155;1.848
1;200;50;5;0.796;0;2.232;0.673;6.214;1.873
2;200;50;5;0.798;0;2.230;0.669;6.218;1.866
3;200;50;5;0.803;0;2.253;0.673;6.266;1.873
4;200;50;5;0.794;0;2.193;0.662;6.162;1.859
5;200;50;5;0.792;0;2.129;0.642;6.090;1.836
6;200;50;5;0.806;0;2.413;0.723;6.441;1.931
7;200;50;5;0.799;0;2.149;0.644;6.142;1.840
8;200;50;5;0.803;0;2.411;0.719;6.428;1.917
9;200;50;5;0.802;0;2.191;0.654;6.200;1.851
10;200;50;5;0.802;0;2.338;0.699;6.349;1.898
11;200;50;5;0.806;0;2.300;0.687;6.328;1.892
12;200;50;5;0.803;0;2.296;0.687;6.310;1.889
13;200;50;5;0.797;0;2.208;0.662;6.194;1.858
14;200;50;5;0.790;0;2.088;0.630;6.040;1.821
15;200;50;5;0.797;0;2.110;0.634;6.094;1.831
16;200;50;5;0.794;0;2.094;0.632;6.066;1.831
17;200;50;5;0.800;0;2.240;0.671;6.242;1.869
18;200;50;5;0.807;0;2.486;0.742;6.518;1.945
19;200;50;5;0.796;0;2.142;0.643;6.121;1.838
20;200;50;5;0.798;0;2.231;0.673;6.219;1.876
21;200;50;5;0.801;0;2.227;0.670;6.231;1.873
22;200;50;5;0.798;0;2.231;0.672;6.219;1.872
23;200;50;5;0.802;0;2.211;0.664;6.220;1.869
24;200;50;5;0.804;0;2.345;0.699;6.364;1.896
25;200;50;5;0.801;0;2.240;0.672;6.244;1.873
26;200;50;5;0.798;0;2.183;0.653;6.174;1.848
27;200;50;5;0.798;0;2.197;0.660;6.189;1.859
28;200;50;5;0.796;0;2.226;0.669;6.205;1.863
29;200;50;5;0.797;0;2.061;0.618;6.047;1.814
30;200;50;5;0.800;0;2.266;0.678;6.269;1.874
31;200;50;5;0.807;0;2.423;0.727;6.458;1.938
32;200;50;5;0.797;0;2.119;0.635;6.105;1.830
33;200;50;5;0.797;0;2.186;0.655;6.169;1.849
34;200;50;5;0.801;0;2.309;0.693;6.315;1.895
35;200;50;5;0.795;0;2.171;0.649;6.146;1.837
36;200;50;5;0.792;0;2.063;0.622;6.022;1.815
37;200;50;5;0.801;0;2.278;0.686;6.282;1.891
38;200;50;5;0.803;0;2.387;0.714;6.404;1.916
39;200;50;5;0.801;0;2.296;0.688;6.302;1.888
0;240;50;6;0.801;0;2.000;0.499;6.807;1.700
1;240;50;6;0.802;0;2.210;0.553;7.021;1.757
2;240;50;6;0.796;0;1.985;0.497;6.761;1.691
3;240;50;6;0.802;0;2.138;0.534;6.951;1.735
4;240;50;6;0.792;0;1.952;0.491;6.707;1.686
5;240;50;6;0.803;0;2.337;0.583;7.156;1.786
6;240;50;6;0.803;0;2.187;0.547;7.004;1.752
7;240;50;6;0.804;0;2.151;0.536;6.973;1.738
8;240;50;6;0.801;0;2.085;0.519;6.889;1.714
9;240;50;6;0.803;0;2.066;0.514;6.882;1.713
10;240;50;6;0.796;0;1.981;0.495;6.754;1.690
11;240;50;6;0.802;0;2.054;0.512;6.863;1.713
12;240;50;6;0.801;0;2.064;0.516;6.869;1.718
13;240;50;6;0.796;0;2.078;0.521;6.856;1.717
14;240;50;6;0.800;0;2.223;0.555;7.026;1.753
15;240;50;6;0.801;0;2.169;0.541;6.976;1.741
16;240;50;6;0.804;0;2.260;0.565;7.085;1.772
17;240;50;6;0.799;0;2.070;0.518;6.863;1.717
18;240;50;6;0.802;0;2.173;0.541;6.987;1.741
19;240;50;6;0.800;0;2.190;0.547;6.987;1.744
20;240;50;6;0.803;0;2.174;0.544;6.992;1.752
21;240;50;6;0.805;0;2.193;0.548;7.023;1.755
22;240;50;6;0.803;0;2.174;0.544;6.990;1.750
23;240;50;6;0.802;0;2.069;0.518;6.879;1.723
24;240;50;6;0.807;0;2.248;0.558;7.089;1.759
25;240;50;6;0.800;0;2.122;0.531;6.921;1.730
26;240;50;6;0.798;0;1.987;0.496;6.776;1.691
27;240;50;6;0.798;0;2.003;0.501;6.789;1.700
28;240;50;6;0.794;0;1.984;0.496;6.748;1.688
29;240;50;6;0.799;0;2.168;0.542;6.961;1.739
30;240;50;6;0.801;0;2.005;0.500;6.810;1.700
31;240;50;6;0.800;0;2.025;0.509;6.823;1.714
32;240;50;6;0.799;0;2.148;0.537;6.943;1.735
33;240;50;6;0.803;0;2.075;0.518;6.890;1.719
34;240;50;6;0.800;0;2.175;0.544;6.975;1.746
35;240;50;6;0.799;0;2.063;0.514;6.859;1.708
36;240;50;6;0.798;0;2.158;0.540;6.949;1.738
37;240;50;6;0.803;0;2.242;0.561;7.062;1.767
38;240;50;6;0.800;0;2.176;0.545;6.974;1.746
39;240;50;6;0.802;0;2.128;0.531;6.941;1.731
0;280;50;7;0.800;0;1.950;0.418;7.553;1.618
1;280;50;7;0.805;0;2.045;0.437;7.682;1.642
2;280;50;7;0.802;0;2.015;0.431;7.627;1.630
3;280;50;7;0.802;0;2.049;0.439;7.662;1.641
4;280;50;7;0.792;0;1.792;0.386;7.334;1.580
5;280;50;7;0.802;0;2.095;0.448;7.711;1.649
6;280;50;7;0.801;0;1.886;0.405;7.494;1.609
7;280;50;7;0.799;0;1.846;0.396;7.439;1.594
8;280;50;7;0.802;0;2.076;0.443;7.689;1.639
9;280;50;7;0.801;0;2.039;0.436;7.646;1.636
10;280;50;7;0.794;0;1.839;0.395;7.400;1.591
11;280;50;7;0.802;0;1.981;0.422;7.597;1.621
12;280;50;7;0.801;0;1.910;0.409;7.515;1.611
13;280;50;7;0.799;0;1.986;0.425;7.582;1.625
14;280;50;7;0.797;0;1.914;0.410;7.496;1.606
15;280;50;7;0.805;0;2.104;0.449;7.741;1.651
16;280;50;7;0.802;0;1.942;0.417;7.554;1.621
17;280;50;7;0.804;0;1.976;0.422;7.603;1.625
18;280;50;7;0.801;0;1.965;0.420;7.570;1.618
19;280;50;7;0.794;0;1.836;0.394;7.397;1.588
20;280;50;7;0.797;0;1.892;0.408;7.468;1.611
21;280;50;7;0.801;0;1.900;0.408;7.508;1.612
22;280;50;7;0.803;0;2.036;0.436;7.655;1.640
23;280;50;7;0.802;0;2.014;0.433;7.627;1.639
24;280;50;7;0.802;0;2.083;0.445;7.696;1.644
25;280;50;7;0.802;0;2.005;0.428;7.617;1.628
26;280;50;7;0.800;0;1.994;0.426;7.590;1.623
27;280;50;7;0.804;0;2.077;0.444;7.706;1.647
28;280;50;7;0.796;0;1.914;0.410;7.484;1.603
29;280;50;7;0.798;0;1.874;0.401;7.460;1.597
30;280;50;7;0.796;0;1.752;0.376;7.328;1.571
31;280;50;7;0.802;0;2.041;0.438;7.656;1.644
32;280;50;7;0.798;0;2.058;0.441;7.644;1.637
33;280;50;7;0.804;0;1.944;0.415;7.571;1.618
34;280;50;7;0.803;0;1.991;0.426;7.614;1.630
35;280;50;7;0.800;0;1.926;0.411;7.525;1.607
36;280;50;7;0.800;0;2.073;0.444;7.673;1.643
37;280;50;7;0.801;0;2.064;0.443;7.667;1.647
38;280;50;7;0.804;0;2.164;0.463;7.795;1.666
39;280;50;7;0.801;0;1.857;0.397;7.462;1.597
0;320;50;8;0.798;0;1.816;0.341;8.199;1.540
1;320;50;8;0.802;0;1.875;0.351;8.291;1.553
2;320;50;8;0.802;0;1.865;0.348;8.280;1.547
3;320;50;8;0.804;0;1.864;0.349;8.299;1.554
4;320;50;8;0.797;0;1.850;0.348;8.227;1.546
5;320;50;8;0.798;0;1.779;0.334;8.161;1.530
6;320;50;8;0.803;0;1.902;0.357;8.323;1.563
7;320;50;8;0.799;0;1.766;0.331;8.158;1.530
8;320;50;8;0.799;0;1.803;0.337;8.194;1.533
9;320;50;8;0.807;0;1.938;0.361;8.394;1.564
10;320;50;8;0.798;0;1.810;0.340;8.194;1.539
11;320;50;8;0.801;0;1.975;0.369;8.383;1.567
12;320;50;8;0.798;0;1.801;0.338;8.184;1.538
13;320;50;8;0.796;0;1.691;0.318;8.058;1.514
14;320;50;8;0.798;0;1.863;0.349;8.247;1.544
15;320;50;8;0.804;0;1.937;0.362;8.366;1.565
16;320;50;8;0.804;0;2.039;0.382;8.472;1.588
17;320;50;8;0.802;0;1.956;0.366;8.373;1.568
18;320;50;8;0.803;0;1.875;0.350;8.300;1.549
19;320;50;8;0.800;0;1.891;0.354;8.294;1.552
20;320;50;8;0.801;0;1.867;0.351;8.272;1.555
21;320;50;8;0.804;0;1.920;0.360;8.351;1.565
22;320;50;8;0.802;0;1.847;0.346;8.264;1.550
23;320;50;8;0.803;0;1.782;0.335;8.203;1.541
24;320;50;8;0.801;0;1.984;0.371;8.391;1.570
25;320;50;8;0.798;0;1.706;0.320;8.089;1.518
26;320;50;8;0.799;0;1.958;0.366;8.347;1.562
27;320;50;8;0.804;0;1.921;0.359;8.354;1.563
28;320;50;8;0.794;0;1.816;0.340;8.171;1.532
29;320;50;8;0.801;0;1.871;0.350;8.277;1.548
30;320;50;8;0.800;0;1.818;0.340;8.222;1.538
31;320;50;8;0.796;0;1.640;0.309;8.008;1.509
32;320;50;8;0.801;0;1.792;0.336;8.200;1.535
33;320;50;8;0.801;0;1.871;0.351;8.278;1.552
34;320;50;8;0.806;0;2.002;0.375;8.448;1.581
35;320;50;8;0.797;0;1.659;0.311;8.031;1.507
36;320;50;8;0.796;0;1.818;0.342;8.182;1.538
37;320;50;8;0.800;0;1.859;0.349;8.260;1.552
38;320;50;8;0.801;0;1.814;0.340;8.218;1.540
39;320;50;8;0.805;0;1.887;0.352;8.323;1.554
0;360;50;9;0.804;0;1.759;0.292;8.995;1.496
1;360;50;9;0.795;0;1.535;0.257;8.689;1.454
2;360;50;9;0.799;0;1.629;0.271;8.819;1.469
3;360;50;9;0.803;0;1.797;0.299;9.020;1.502
4;360;50;9;0.795;0;1.684;0.281;8.841;1.478
5;360;50;9;0.792;0;1.486;0.249;8.618;1.442
6;360;50;9;0.803;0;1.770;0.295;8.995;1.501
7;360;50;9;0.798;0;1.681;0.280;8.864;1.477
8;360;50;9;0.800;0;1.782;0.296;8.978;1.492
9;360;50;9;0.800;0;1.699;0.283;8.902;1.482
10;360;50;9;0.796;0;1.650;0.276;8.818;1.473
11;360;50;9;0.798;0;1.696;0.283;8.877;1.479
12;360;50;9;0.798;0;1.677;0.280;8.855;1.479
13;360;50;9;0.800;0;1.768;0.295;8.971;1.495
14;360;50;9;0.798;0;1.816;0.302;9.001;1.498
15;360;50;9;0.800;0;1.675;0.279;8.876;1.478
16;360;50;9;0.803;0;1.756;0.293;8.983;1.498
17;360;50;9;0.798;0;1.681;0.281;8.866;1.480
18;360;50;9;0.800;0;1.666;0.277;8.869;1.477
19;360;50;9;0.802;0;1.728;0.287;8.945;1.486
20;360;50;9;0.798;0;1.879;0.314;9.059;1.516
21;360;50;9;0.804;0;1.809;0.301;9.048;1.507
22;360;50;9;0.803;0;1.791;0.298;9.020;1.501
23;360;50;9;0.801;0;1.744;0.291;8.950;1.495
24;360;50;9;0.803;0;1.809;0.300;9.039;1.501
25;360;50;9;0.798;0;1.738;0.290;8.920;1.486
26;360;50;9;0.797;0;1.635;0.272;8.808;1.468
27;360;50;9;0.802;0;1.728;0.288;8.945;1.489
28;360;50;9;0.791;0;1.629;0.272;8.745;1.460
29;360;50;9;0.803;0;1.816;0.301;9.044;1.501
30;360;50;9;0.801;0;1.863;0.310;9.073;1.507
31;360;50;9;0.798;0;1.687;0.283;8.866;1.485
32;360;50;9;0.802;0;1.767;0.294;8.985;1.494
33;360;50;9;0.801;0;1.674;0.279;8.879;1.481
34;360;50;9;0.803;0;1.773;0.295;8.996;1.499
35;360;50;9;0.800;0;1.647;0.274;8.846;1.473
36;360;50;9;0.802;0;1.825;0.304;9.044;1.505
37;360;50;9;0.799;0;1.751;0.292;8.941;1.493
38;360;50;9;0.802;0;1.774;0.295;8.990;1.495
39;360;50;9;0.801;0;1.713;0.285;8.922;1.486
0;400;50;10;0.802;0;1.722;0.258;9.742;1.459
1;400;50;10;0.799;0;1.666;0.250;9.659;1.451
2;400;50;10;0.799;0;1.584;0.238;9.571;1.436
3;400;50;10;0.802;0;1.732;0.260;9.750;1.461
4;400;50;10;0.796;0;1.674;0.252;9.632;1.448
5;400;50;10;0.795;0;1.606;0.242;9.556;1.438
6;400;50;10;0.797;0;1.540;0.232;9.511;1.433
7;400;50;10;0.796;0;1.514;0.227;9.476;1.423
8;400;50;10;0.796;0;1.564;0.234;9.524;1.427
9;400;50;10;0.796;0;1.576;0.237;9.531;1.432
10;400;50;10;0.798;0;1.654;0.248;9.638;1.448
11;400;50;10;0.797;0;1.602;0.240;9.567;1.436
12;400;50;10;0.796;0;1.552;0.233;9.516;1.430
13;400;50;10;0.803;0;1.692;0.253;9.720;1.456
14;400;50;10;0.798;0;1.727;0.259;9.709;1.455
15;400;50;10;0.808;0;1.889;0.282;9.970;1.488
16;400;50;10;0.803;0;1.753;0.263;9.783;1.467
17;400;50;10;0.800;0;1.575;0.236;9.573;1.437
18;400;50;10;0.803;0;1.617;0.242;9.643;1.443
19;400;50;10;0.798;0;1.506;0.226;9.489;1.421
20;400;50;10;0.798;0;1.542;0.232;9.524;1.434
21;400;50;10;0.804;0;1.731;0.259;9.770;1.463
22;400;50;10;0.804;0;1.666;0.250;9.704;1.455
23;400;50;10;0.799;0;1.643;0.247;9.632;1.450
24;400;50;10;0.801;0;1.659;0.248;9.673;1.447
25;400;50;10;0.796;0;1.579;0.237;9.542;1.432
26;400;50;10;0.799;0;1.634;0.245;9.620;1.442
27;400;50;10;0.802;0;1.662;0.249;9.681;1.450
28;400;50;10;0.793;0;1.576;0.236;9.508;1.426
29;400;50;10;0.800;0;1.660;0.248;9.664;1.446
30;400;50;10;0.799;0;1.541;0.231;9.529;1.428
31;400;50;10;0.800;0;1.608;0.242;9.605;1.445
32;400;50;10;0.799;0;1.523;0.228;9.509;1.426
33;400;50;10;0.803;0;1.764;0.264;9.793;1.468
34;400;50;10;0.804;0;1.689;0.253;9.725;1.458
35;400;50;10;0.800;0;1.657;0.248;9.660;1.448
36;400;50;10;0.795;0;1.653;0.248;9.603;1.444
37;400;50;10;0.796;0;1.537;0.232;9.498;1.431
38;400;50;10;0.799;0;1.622;0.243;9.616;1.442
39;400;50;10;0.805;0;1.710;0.255;9.761;1.458
