,run,lambda,mu,c,Wq,Lq
95,15,3.333333333333333,0.8333333333333334,5,0.6032325953414944,1.9814178403083778
96,16,3.333333333333333,0.8333333333333334,5,0.5697250735780793,1.8732560419247382
97,17,3.333333333333333,0.8333333333333334,5,0.6090141521377085,2.0219455646083113
98,18,3.333333333333333,0.8333333333333334,5,0.5854952772897225,1.948918613005066
99,19,3.333333333333333,0.8333333333333334,5,0.6247011632724933,2.081296042302846
100,0,4.0,0.8333333333333334,6,0.532039563456522,2.1260300955722746
101,1,4.0,0.8333333333333334,6,0.5780276139862399,2.328463010129203
102,2,4.0,0.8333333333333334,6,0.6010422251981309,2.402966816342114
103,3,4.0,0.8333333333333334,6,0.5247849806586249,2.107715168548737
104,4,4.0,0.8333333333333334,6,0.4595324309530314,1.828164762005798
105,5,4.0,0.8333333333333334,6,0.6465837121510984,2.572110006937088
106,6,4.0,0.8333333333333334,6,0.573651114266432,2.284278737008929
107,7,4.0,0.8333333333333334,6,0.43678768633105214,1.7537590524348867
108,8,4.0,0.8333333333333334,6,0.5053989115546815,2.042688479231493
109,9,4.0,0.8333333333333334,6,0.5884617774814734,2.394450972572142
110,10,4.0,0.8333333333333334,6,0.6198224570404618,2.538999391523412
111,11,4.0,0.8333333333333334,6,0.48844973746196607,1.95738091458925
112,12,4.0,0.8333333333333334,6,0.5261332292479916,2.099079843259227
113,13,4.0,0.8333333333333334,6,0.5131254683722077,2.0277026159346803
114,14,4.0,0.8333333333333334,6,0.45842817540528336,1.823627281762215
115,15,4.0,0.8333333333333334,6,0.5061108793083207,1.999466822661523
116,16,4.0,0.8333333333333334,6,0.5701044695016522,2.285168748585803
117,17,4.0,0.8333333333333334,6,0.5389058067865848,2.179514717913865
118,18,4.0,0.8333333333333334,6,0.46809631686952874,1.8806312578779294
119,19,4.0,0.8333333333333334,6,0.6100506737332354,2.451793657733886
120,0,4.666666666666666,0.8333333333333334,7,0.3848593230281478,1.7849775402045565
121,1,4.666666666666666,0.8333333333333334,7,0.39925491593924256,1.8521435550421572
122,2,4.666666666666666,0.8333333333333334,7,0.39923280574054093,1.8515086754227092
123,3,4.666666666666666,0.8333333333333334,7,0.461884362219435,2.1583753906470164
124,4,4.666666666666666,0.8333333333333334,7,0.39494036629983975,1.8281789556019592
125,5,4.666666666666666,0.8333333333333334,7,0.4167064566251987,1.934480998138486
126,6,4.666666666666666,0.8333333333333334,7,0.4216581894779698,1.9672069605469886
127,7,4.666666666666666,0.8333333333333334,7,0.37848222147350746,1.7856791209120142
128,8,4.666666666666666,0.8333333333333334,7,0.5183607828114242,2.469000124145609
129,9,4.666666666666666,0.8333333333333334,7,0.409221986060742,1.919114707296202
130,10,4.666666666666666,0.8333333333333334,7,0.443215495351339,2.0993640629808485
131,11,4.666666666666666,0.8333333333333334,7,0.3970077236628422,1.8574668031105541
132,12,4.666666666666666,0.8333333333333334,7,0.46178971491230586,2.158097267690181
133,13,4.666666666666666,0.8333333333333334,7,0.4027915239278465,1.8544521761638042
134,14,4.666666666666666,0.8333333333333334,7,0.5035341747415646,2.3440608536263343
135,15,4.666666666666666,0.8333333333333334,7,0.4048684006040791,1.867592510570293
136,16,4.666666666666666,0.8333333333333334,7,0.40862461569048414,1.9023580939749138
137,17,4.666666666666666,0.8333333333333334,7,0.34070445016453504,1.5959281819124762
138,18,4.666666666666666,0.8333333333333334,7,0.39851867139868674,1.8572588486826875
139,19,4.666666666666666,0.8333333333333334,7,0.47388314411737326,2.2198266080938183
140,0,5.333333333333333,0.8333333333333334,8,0.3596968234847494,1.9046148092627169
141,1,5.333333333333333,0.8333333333333334,8,0.3232110572243756,1.6972889985042758
142,2,5.333333333333333,0.8333333333333334,8,0.3242195223973229,1.7232267615417662
143,3,5.333333333333333,0.8333333333333334,8,0.3561018323620994,1.9184392715454213
144,4,5.333333333333333,0.8333333333333334,8,0.3309688373393982,1.7471223484018634
145,5,5.333333333333333,0.8333333333333334,8,0.32700045036816733,1.7297156210685773
146,6,5.333333333333333,0.8333333333333334,8,0.4496900316386475,2.4158847466400433
147,7,5.333333333333333,0.8333333333333334,8,0.4046024084903508,2.1847182015040345
148,8,5.333333333333333,0.8333333333333334,8,0.3989523751724356,2.1559386354318804
149,9,5.333333333333333,0.8333333333333334,8,0.3527354220863575,1.9092392612794238
150,10,5.333333333333333,0.8333333333333334,8,0.42565457846225035,2.3074734698438597
151,11,5.333333333333333,0.8333333333333334,8,0.317590658867831,1.6918538135835899
152,12,5.333333333333333,0.8333333333333334,8,0.3456192131400398,1.8484867582773172
153,13,5.333333333333333,0.8333333333333334,8,0.25907664739836983,1.3528118938318214
154,14,5.333333333333333,0.8333333333333334,8,0.2925214583696891,1.5422706356777918
155,15,5.333333333333333,0.8333333333333334,8,0.31386680302342185,1.6638999378532777
156,16,5.333333333333333,0.8333333333333334,8,0.3524551485664311,1.8856555753739548
157,17,5.333333333333333,0.8333333333333334,8,0.35719965991380237,1.909902276915553
158,18,5.333333333333333,0.8333333333333334,8,0.36088016275922413,1.9321471052410006
159,19,5.333333333333333,0.8333333333333334,8,0.3329897524570884,1.788487960447012
160,0,6.0,0.8333333333333334,9,0.25964467681732706,1.5544061318797435
161,1,6.0,0.8333333333333334,9,0.2562711327578086,1.5224213760032133
