run;lambda;mu;c;RO;P0;Lq;Wq;Ls;Ws
0;40;50;1;0.848;0;2.517;3.803;3.364;5.094
1;40;50;1;0.818;0;2.817;4.124;3.636;5.351
0;80;50;2;0.842;0;2.936;2.134;4.620;3.374
1;80;50;2;0.823;0;3.005;2.271;4.651;3.529
0;120;50;3;0.718;0;0.843;0.444;2.995;1.599
1;120;50;3;0.861;0;6.135;3.013;8.719;4.289
0;160;50;4;0.786;0;2.817;1.085;5.961;2.299
1;160;50;4;0.790;0;1.572;0.593;4.733;1.792
