,run,lambda,mu,c,Wq,Lq
0,0,0.6666666666666666,0.8333333333333334,1,5.057391119138225,3.386150616493147
1,1,0.6666666666666666,0.8333333333333334,1,4.854816479601168,3.2130322978784474
2,2,0.6666666666666666,0.8333333333333334,1,5.45710735473702,3.6454045775312642
3,3,0.6666666666666666,0.8333333333333334,1,4.511703248961903,3.003712489673863
4,4,0.6666666666666666,0.8333333333333334,1,5.094469271821977,3.3834672457116306
5,5,0.6666666666666666,0.8333333333333334,1,5.093985421967401,3.3749798843614904
6,6,0.6666666666666666,0.8333333333333334,1,4.596436842389041,3.0545233693896314
7,7,0.6666666666666666,0.8333333333333334,1,4.4921480027894445,2.9788790731445824
8,8,0.6666666666666666,0.8333333333333334,1,5.200725537209916,3.479884850915379
9,9,0.6666666666666666,0.8333333333333334,1,4.661051750743272,3.108455412570664
10,10,0.6666666666666666,0.8333333333333334,1,4.613605789941021,3.0896341540622174
11,11,0.6666666666666666,0.8333333333333334,1,4.220155341540972,2.8103702481457815
12,12,0.6666666666666666,0.8333333333333334,1,4.575797950358337,3.0507760094629206
13,13,0.6666666666666666,0.8333333333333334,1,5.1800526748957205,3.466075809173754
14,14,0.6666666666666666,0.8333333333333334,1,4.490050994251969,2.9847687054036847
15,15,0.6666666666666666,0.8333333333333334,1,5.033752132852573,3.3695936777314657
16,16,0.6666666666666666,0.8333333333333334,1,5.156864386420807,3.427045796639825
17,17,0.6666666666666666,0.8333333333333334,1,4.586236323972321,3.069076059911045
18,18,0.6666666666666666,0.8333333333333334,1,4.584850903107651,3.057178582192214
19,19,0.6666666666666666,0.8333333333333334,1,4.657070738765612,3.1211688091206913
20,20,0.6666666666666666,0.8333333333333334,1,4.881513686984639,3.231260241880708
21,21,0.6666666666666666,0.8333333333333334,1,4.343169481786469,2.8641465464589424
22,22,0.6666666666666666,0.8333333333333334,1,5.263923456008281,3.518750954833412
23,23,0.6666666666666666,0.8333333333333334,1,4.718814277852952,3.140224475644239
24,24,0.6666666666666666,0.8333333333333334,1,4.9723452622651605,3.3603109282388175
25,25,0.6666666666666666,0.8333333333333334,1,4.932237118978209,3.2691870382102897
26,26,0.6666666666666666,0.8333333333333334,1,4.761064316671509,3.1711803765863666
27,27,0.6666666666666666,0.8333333333333334,1,4.420578571134368,2.9261131304748274
28,28,0.6666666666666666,0.8333333333333334,1,4.761959628698124,3.1768873692393846
29,29,0.6666666666666666,0.8333333333333334,1,4.700995185749068,3.1360186119933915
30,0,1.3333333333333333,0.8333333333333334,2,1.9710976427152904,2.621412093522329
31,1,1.3333333333333333,0.8333333333333334,2,2.2707633059508066,3.0340864346886622
32,2,1.3333333333333333,0.8333333333333334,2,2.1512323798587247,2.8712988033546063
33,3,1.3333333333333333,0.8333333333333334,2,2.2444811527346773,3.0179240743582336
34,4,1.3333333333333333,0.8333333333333334,2,2.0771478240503463,2.7621496334656443
35,5,1.3333333333333333,0.8333333333333334,2,2.2277344688192158,2.9584224321022328
36,6,1.3333333333333333,0.8333333333333334,2,2.161437365571921,2.87396718989869
37,7,1.3333333333333333,0.8333333333333334,2,2.097087777314573,2.8037854258818724
38,8,1.3333333333333333,0.8333333333333334,2,1.9721246654050986,2.626436186893225
39,9,1.3333333333333333,0.8333333333333334,2,2.0839317789238327,2.7873984607074447
40,10,1.3333333333333333,0.8333333333333334,2,2.21896558885532,2.9689315785766395
41,11,1.3333333333333333,0.8333333333333334,2,2.1742010161160352,2.8944268447146437
42,12,1.3333333333333333,0.8333333333333334,2,2.1401451236723608,2.8545255659542508
43,13,1.3333333333333333,0.8333333333333334,2,2.0547253153799416,2.7466186843946847
44,14,1.3333333333333333,0.8333333333333334,2,2.0222882416588335,2.689474699542884
45,15,1.3333333333333333,0.8333333333333334,2,2.1592812951539497,2.8863113072322366
46,16,1.3333333333333333,0.8333333333333334,2,2.2044685200527456,2.9310172548916564
47,17,1.3333333333333333,0.8333333333333334,2,1.9047392364249849,2.5291560067446475
48,18,1.3333333333333333,0.8333333333333334,2,2.368500787928743,3.177296436990675
49,19,1.3333333333333333,0.8333333333333334,2,2.0592746364965113,2.745388700002761
50,20,1.3333333333333333,0.8333333333333334,2,2.123530293236425,2.8127561517539794
51,21,1.3333333333333333,0.8333333333333334,2,2.1208538638330965,2.817130187329459
52,22,1.3333333333333333,0.8333333333333334,2,2.1673302000781423,2.888800502282989
53,23,1.3333333333333333,0.8333333333333334,2,1.9915954552489112,2.6446794369341062
54,24,1.3333333333333333,0.8333333333333334,2,2.2149762849484986,2.9715281275433103
55,25,1.3333333333333333,0.8333333333333334,2,2.083035208298605,2.770061880699645
56,26,1.3333333333333333,0.8333333333333334,2,2.122142112795228,2.8414246771908243
57,27,1.3333333333333333,0.8333333333333334,2,2.2252154519362954,2.958195907049392
58,28,1.3333333333333333,0.8333333333333334,2,2.014335774180556,2.68474700654329
59,29,1.3333333333333333,0.8333333333333334,2,2.257062296685613,3.0112370925001035
60,0,2.0,0.8333333333333334,3,1.220192610600386,2.4335039360196835
61,1,2.0,0.8333333333333334,3,1.4179858326207686,2.8383748034099527
62,2,2.0,0.8333333333333334,3,1.2155612479789317,2.4334077511039673
63,3,2.0,0.8333333333333334,3,1.3680420260122679,2.7537664867598504
64,4,2.0,0.8333333333333334,3,1.2060091769780699,2.3992346566801515
65,5,2.0,0.8333333333333334,3,1.3763605537540684,2.7586945123114264
66,6,2.0,0.8333333333333334,3,1.3611528217716573,2.7216795132453155
67,7,2.0,0.8333333333333334,3,1.2624358465128347,2.5184837676422918
68,8,2.0,0.8333333333333334,3,1.2767685895096437,2.5649340485471734
69,9,2.0,0.8333333333333334,3,1.3488551950734096,2.711171964993632
70,10,2.0,0.8333333333333334,3,1.2827005125982078,2.567273767944806
71,11,2.0,0.8333333333333334,3,1.3065711336255226,2.618584731352565
72,12,2.0,0.8333333333333334,3,1.379833679085975,2.769698295711356
73,13,2.0,0.8333333333333334,3,1.2192630986475632,2.430308364010226
74,14,2.0,0.8333333333333334,3,1.3800616904033647,2.760880760109266
75,15,2.0,0.8333333333333334,3,1.3124068074739406,2.6313087881828676
76,16,2.0,0.8333333333333334,3,1.3276746951046474,2.650968063715425
77,17,2.0,0.8333333333333334,3,1.3020052309382857,2.603976042027246
78,18,2.0,0.8333333333333334,3,1.2886357537793953,2.5845221268036416
79,19,2.0,0.8333333333333334,3,1.241199736418688,2.4811830970957107
80,20,2.0,0.8333333333333334,3,1.2763269147630545,2.538946595760901
81,21,2.0,0.8333333333333334,3,1.3535414189509103,2.7112246746438204
82,22,2.0,0.8333333333333334,3,1.210894830537898,2.404570736585578
83,23,2.0,0.8333333333333334,3,1.2711920964478505,2.5371812859059997
84,24,2.0,0.8333333333333334,3,1.2742853873609779,2.5600132889683045
85,25,2.0,0.8333333333333334,3,1.294428419962645,2.5862260277256346
86,26,2.0,0.8333333333333334,3,1.2520136096358219,2.5027863678369013
87,27,2.0,0.8333333333333334,3,1.1878832297077353,2.3664772125591265
88,28,2.0,0.8333333333333334,3,1.3420397008594227,2.69331863259967
89,29,2.0,0.8333333333333334,3,1.2843074019958767,2.5732126244908935
